department,semester,attendance,weekly_study_time,study_style,topic_clarity,sleep_duration,stress_frequency,weekly_responsibilities,desired_department_match,distraction_frequency,study_environment,support_level,kuet_satisfaction,career_expectation,routine_manageability,current_cgpa_band
EEE,S3,pct_90_plus,h_7_10,exam_only,about_half,h_5_6,rarely,none,exact,often,somewhat_distracting,some,neutral,mostly,average,C1_3_20_to_3_49
?,S7,pct_90_plus,h_3_6,exam_only,a_little,h_6_7,sometimes,none,close,sometimes,mostly_suitable,strong,dissatisfied,mostly,mostly_manageable,C0_below_3_20
ME,S7,pct_75_89,gt_15h,regular_not_daily,about_half,h_6_7,rarely,none,exact,sometimes,neutral,very_little,neutral,slightly,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_75_89,h_7_10,occasional,a_little,h_6_7,sometimes,h_6_10,exact,sometimes,mostly_suitable,good,satisfied,somewhat,average,C1_3_20_to_3_49
EEE,S3,pct_90_plus,lt_3h,occasional,a_little,h_5_6,sometimes,h_1_5,exact,almost_every_day,neutral,good,neutral,somewhat,average,C3_3_75_plus
EEE,S3,pct_90_plus,lt_3h,exam_only,a_little,lt_5h,almost_always,none,exact,often,neutral,very_little,neutral,not_at_all,unmanageable,C1_3_20_to_3_49
CSE,S7,pct_75_89,lt_3h,exam_only,almost_nothing,h_6_7,sometimes,none,exact,sometimes,somewhat_distracting,strong,satisfied,mostly,average,C2_3_50_to_3_74
CSE,S7,pct_75_89,h_3_6,exam_only,about_half,h_6_7,often,none,exact,sometimes,neutral,some,satisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
ME,S7,pct_75_89,h_11_15,occasional,most,h_5_6,often,h_6_10,exact,sometimes,mostly_suitable,some,neutral,somewhat,average,C1_3_20_to_3_49
ME,S7,pct_90_plus,gt_15h,consistent_all_semester,about_half,h_5_6,never,none,exact,sometimes,mostly_suitable,strong,neutral,somewhat,mostly_manageable,C3_3_75_plus
ME,S7,pct_90_plus,gt_15h,regular_not_daily,most,h_6_7,rarely,h_6_10,exact,rarely,neutral,good,neutral,somewhat,average,C2_3_50_to_3_74
ME,S7,pct_75_89,gt_15h,regular_not_daily,about_half,h_5_6,often,none,somewhat_different,sometimes,mostly_suitable,good,dissatisfied,not_at_all,average,C0_below_3_20
CSE,S4,pct_90_plus,h_3_6,occasional,about_half,lt_5h,sometimes,none,close,sometimes,mostly_suitable,good,neutral,slightly,?,C2_3_50_to_3_74
CSE,S4,pct_60_74,h_3_6,exam_only,about_half,h_5_6,sometimes,gt_15h,somewhat_different,often,neutral,very_little,neutral,slightly,average,C0_below_3_20
?,S4,pct_90_plus,h_3_6,regular_not_daily,a_little,h_5_6,often,h_1_5,somewhat_different,sometimes,mostly_suitable,some,neutral,somewhat,difficult,C2_3_50_to_3_74
CSE,S4,pct_75_89,lt_3h,exam_only,a_little,h_6_7,rarely,none,close,rarely,neutral,good,neutral,somewhat,average,C2_3_50_to_3_74
CSE,S4,pct_90_plus,h_11_15,regular_not_daily,about_half,h_6_7,sometimes,h_6_10,exact,often,mostly_suitable,good,satisfied,completely,average,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_7_10,occasional,a_little,h_5_6,often,h_1_5,exact,sometimes,mostly_suitable,strong,neutral,mostly,difficult,C3_3_75_plus
CSE,S4,pct_90_plus,h_3_6,regular_not_daily,about_half,h_7_8,sometimes,h_1_5,exact,sometimes,mostly_suitable,strong,satisfied,somewhat,average,C3_3_75_plus
CSE,S4,pct_90_plus,h_7_10,occasional,a_little,h_6_7,sometimes,none,mostly_different,sometimes,somewhat_distracting,good,dissatisfied,slightly,difficult,C3_3_75_plus
CSE,S4,pct_90_plus,gt_15h,regular_not_daily,most,h_6_7,often,h_1_5,exact,rarely,excellent,good,satisfied,not_at_all,difficult,C3_3_75_plus
CSE,S4,pct_75_89,h_7_10,exam_only,most,h_5_6,almost_always,none,close,often,mostly_suitable,good,neutral,somewhat,average,C2_3_50_to_3_74
CSE,S4,pct_60_74,lt_3h,occasional,a_little,h_5_6,sometimes,none,close,often,mostly_suitable,some,satisfied,somewhat,difficult,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_3_6,regular_not_daily,a_little,h_6_7,almost_always,none,mostly_different,almost_every_day,neutral,?,neutral,slightly,unmanageable,C0_below_3_20
CSE,S4,pct_75_89,h_11_15,regular_not_daily,about_half,h_5_6,often,h_1_5,somewhat_different,almost_every_day,mostly_suitable,good,neutral,mostly,average,C3_3_75_plus
CSE,S3,pct_75_89,h_11_15,regular_not_daily,about_half,lt_5h,sometimes,none,somewhat_different,often,neutral,very_little,neutral,slightly,difficult,C1_3_20_to_3_49
ME,S7,pct_90_plus,h_11_15,mostly_consistent,about_half,h_6_7,almost_always,none,not_at_all,often,neutral,some,neutral,somewhat,difficult,C2_3_50_to_3_74
CSE,S4,pct_90_plus,h_3_6,occasional,a_little,h_5_6,sometimes,h_1_5,exact,sometimes,excellent,good,dissatisfied,not_at_all,difficult,C3_3_75_plus
EEE,S3,pct_75_89,h_3_6,exam_only,a_little,lt_5h,often,h_1_5,exact,often,neutral,very_little,neutral,somewhat,difficult,C3_3_75_plus
ME,S7,pct_75_89,h_11_15,regular_not_daily,almost_nothing,h_6_7,rarely,none,exact,often,mostly_suitable,very_little,satisfied,mostly,healthy_balanced,C2_3_50_to_3_74
CSE,S2,pct_75_89,lt_3h,exam_only,a_little,h_6_7,sometimes,none,exact,often,neutral,none,neutral,somewhat,difficult,C0_below_3_20
ME,S7,pct_75_89,h_3_6,exam_only,about_half,h_5_6,sometimes,none,exact,often,mostly_suitable,strong,satisfied,mostly,average,C2_3_50_to_3_74
ME,S7,pct_90_plus,h_11_15,consistent_all_semester,a_little,h_6_7,almost_always,h_1_5,exact,sometimes,mostly_suitable,strong,satisfied,completely,healthy_balanced,C1_3_20_to_3_49
ME,S7,pct_75_89,h_3_6,exam_only,almost_nothing,h_5_6,often,h_6_10,not_at_all,often,neutral,very_little,very_dissatisfied,not_at_all,difficult,C0_below_3_20
ME,S7,pct_90_plus,h_7_10,regular_not_daily,a_little,h_5_6,sometimes,h_1_5,exact,sometimes,neutral,very_little,dissatisfied,slightly,average,C1_3_20_to_3_49
ME,S7,pct_75_89,h_3_6,occasional,almost_nothing,h_6_7,sometimes,h_1_5,exact,sometimes,mostly_suitable,strong,satisfied,completely,mostly_manageable,C0_below_3_20
ME,S7,pct_90_plus,h_7_10,regular_not_daily,a_little,lt_5h,rarely,none,exact,sometimes,neutral,good,satisfied,somewhat,average,C3_3_75_plus
CSE,S4,pct_75_89,h_7_10,regular_not_daily,most,lt_5h,sometimes,h_6_10,somewhat_different,sometimes,mostly_suitable,good,neutral,somewhat,average,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_7_10,regular_not_daily,most,h_7_8,often,none,exact,sometimes,neutral,strong,neutral,somewhat,unmanageable,C2_3_50_to_3_74
ME,S7,pct_75_89,h_7_10,occasional,almost_nothing,lt_5h,almost_always,h_11_15,close,often,very_distracting,none,very_dissatisfied,not_at_all,unmanageable,C1_3_20_to_3_49
ME,S7,pct_75_89,gt_15h,exam_only,most,h_5_6,almost_always,none,exact,never,somewhat_distracting,none,very_dissatisfied,somewhat,difficult,C2_3_50_to_3_74
ME,S7,pct_60_74,h_3_6,occasional,about_half,lt_5h,sometimes,h_6_10,close,sometimes,mostly_suitable,good,satisfied,mostly,mostly_manageable,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_11_15,regular_not_daily,most,h_5_6,sometimes,h_11_15,close,sometimes,neutral,very_little,very_dissatisfied,not_at_all,average,C2_3_50_to_3_74
ME,S7,pct_90_plus,lt_3h,exam_only,a_little,h_6_7,almost_always,h_6_10,exact,almost_every_day,mostly_suitable,very_little,satisfied,mostly,difficult,C1_3_20_to_3_49
ME,S7,pct_90_plus,h_7_10,mostly_consistent,a_little,h_7_8,often,h_1_5,close,never,mostly_suitable,very_little,neutral,slightly,average,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_3_6,exam_only,about_half,h_5_6,sometimes,h_11_15,exact,often,mostly_suitable,some,neutral,somewhat,average,C2_3_50_to_3_74
?,S7,pct_75_89,h_11_15,regular_not_daily,a_little,lt_5h,sometimes,none,close,sometimes,somewhat_distracting,good,neutral,somewhat,average,C0_below_3_20
ESE,S7,pct_90_plus,h_7_10,regular_not_daily,about_half,h_6_7,never,h_11_15,exact,often,somewhat_distracting,good,satisfied,mostly,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_60_74,gt_15h,regular_not_daily,about_half,h_6_7,sometimes,h_1_5,exact,sometimes,mostly_suitable,none,neutral,slightly,unmanageable,C2_3_50_to_3_74
CSE,S4,pct_60_74,lt_3h,exam_only,a_little,lt_5h,sometimes,none,exact,almost_every_day,mostly_suitable,some,dissatisfied,somewhat,unmanageable,C2_3_50_to_3_74
IEM,S7,pct_90_plus,gt_15h,consistent_all_semester,most,h_7_8,sometimes,none,exact,sometimes,mostly_suitable,good,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
IEM,S7,pct_75_89,h_7_10,regular_not_daily,about_half,h_7_8,often,h_1_5,exact,often,neutral,good,satisfied,completely,average,C1_3_20_to_3_49
ME,S7,pct_90_plus,h_7_10,regular_not_daily,most,h_6_7,sometimes,h_6_10,somewhat_different,often,excellent,strong,neutral,somewhat,average,C1_3_20_to_3_49
ME,S7,pct_90_plus,gt_15h,regular_not_daily,a_little,h_5_6,sometimes,h_1_5,close,often,neutral,some,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
IEM,S6,pct_75_89,h_7_10,occasional,about_half,h_7_8,rarely,h_1_5,exact,sometimes,mostly_suitable,good,satisfied,mostly,average,C1_3_20_to_3_49
MSE,S6,pct_75_89,h_3_6,occasional,about_half,lt_5h,often,gt_15h,close,sometimes,mostly_suitable,very_little,satisfied,somewhat,unmanageable,C2_3_50_to_3_74
MSE,S6,pct_90_plus,gt_15h,mostly_consistent,most,h_6_7,rarely,h_6_10,somewhat_different,sometimes,excellent,strong,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
?,S7,pct_90_plus,h_3_6,exam_only,about_half,h_7_8,often,h_6_10,exact,often,mostly_suitable,good,satisfied,mostly,average,C1_3_20_to_3_49
MSE,S5,pct_75_89,lt_3h,exam_only,about_half,h_7_8,almost_always,h_11_15,somewhat_different,rarely,neutral,some,satisfied,somewhat,difficult,C0_below_3_20
MTE,S6,pct_75_89,h_3_6,regular_not_daily,about_half,gt_8h,rarely,h_1_5,exact,never,somewhat_distracting,strong,very_satisfied,completely,difficult,C2_3_50_to_3_74
CSE,S4,pct_75_89,h_3_6,exam_only,a_little,h_5_6,almost_always,none,mostly_different,often,very_distracting,none,neutral,somewhat,unmanageable,C0_below_3_20
CSE,S7,pct_75_89,h_7_10,exam_only,about_half,h_5_6,often,h_6_10,exact,often,neutral,some,satisfied,somewhat,difficult,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_7_10,regular_not_daily,most,h_5_6,often,none,exact,almost_every_day,mostly_suitable,good,neutral,mostly,difficult,C3_3_75_plus
ME,S7,pct_75_89,h_11_15,regular_not_daily,a_little,h_5_6,often,h_11_15,exact,sometimes,somewhat_distracting,very_little,satisfied,somewhat,mostly_manageable,C0_below_3_20
CSE,S7,pct_60_74,h_3_6,exam_only,a_little,h_7_8,sometimes,gt_15h,exact,sometimes,somewhat_distracting,good,neutral,somewhat,difficult,C1_3_20_to_3_49
?,S7,pct_90_plus,gt_15h,regular_not_daily,a_little,h_5_6,never,gt_15h,not_at_all,rarely,neutral,strong,neutral,somewhat,average,C1_3_20_to_3_49
EEE,S3,pct_75_89,h_7_10,regular_not_daily,almost_nothing,h_5_6,almost_always,h_11_15,exact,often,mostly_suitable,some,very_dissatisfied,not_at_all,mostly_manageable,C2_3_50_to_3_74
CSE,S4,pct_60_74,gt_15h,occasional,a_little,h_5_6,often,h_6_10,exact,often,neutral,none,dissatisfied,not_at_all,difficult,C0_below_3_20
CSE,S5,pct_75_89,lt_3h,exam_only,about_half,h_6_7,often,h_6_10,exact,almost_every_day,mostly_suitable,strong,satisfied,slightly,average,C1_3_20_to_3_49
CSE,S5,pct_75_89,h_7_10,occasional,about_half,h_5_6,sometimes,none,exact,almost_every_day,mostly_suitable,good,very_dissatisfied,not_at_all,average,C1_3_20_to_3_49
CSE,S5,pct_75_89,h_3_6,mostly_consistent,most,h_7_8,sometimes,h_6_10,exact,almost_every_day,mostly_suitable,some,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
CSE,S4,pct_60_74,h_3_6,occasional,almost_nothing,h_5_6,sometimes,h_1_5,not_at_all,sometimes,excellent,strong,satisfied,somewhat,average,C2_3_50_to_3_74
CSE,S4,pct_75_89,h_3_6,occasional,about_half,h_6_7,often,none,exact,almost_every_day,mostly_suitable,strong,satisfied,mostly,average,C0_below_3_20
CSE,S4,pct_60_74,lt_3h,exam_only,a_little,h_7_8,sometimes,none,somewhat_different,almost_every_day,neutral,strong,neutral,not_at_all,difficult,C1_3_20_to_3_49
CSE,S5,pct_60_74,h_3_6,occasional,about_half,h_6_7,sometimes,h_1_5,exact,often,neutral,strong,satisfied,mostly,average,C2_3_50_to_3_74
CSE,S5,pct_90_plus,h_3_6,regular_not_daily,almost_nothing,h_6_7,almost_always,none,mostly_different,sometimes,somewhat_distracting,none,neutral,somewhat,difficult,C0_below_3_20
ME,S7,pct_60_74,gt_15h,regular_not_daily,a_little,h_5_6,rarely,h_11_15,exact,sometimes,mostly_suitable,good,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
IEM,S4,pct_90_plus,lt_3h,exam_only,almost_nothing,h_6_7,almost_always,none,close,almost_every_day,mostly_suitable,very_little,dissatisfied,somewhat,unmanageable,C1_3_20_to_3_49
ME,S7,pct_75_89,h_11_15,occasional,about_half,h_6_7,often,none,exact,often,neutral,good,neutral,somewhat,mostly_manageable,C1_3_20_to_3_49
IEM,S4,pct_90_plus,gt_15h,occasional,almost_nothing,h_5_6,rarely,none,somewhat_different,almost_every_day,mostly_suitable,good,neutral,slightly,unmanageable,C0_below_3_20
BECM,S7,pct_75_89,h_11_15,occasional,about_half,h_6_7,sometimes,h_6_10,close,rarely,neutral,none,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
BECM,S7,pct_75_89,gt_15h,regular_not_daily,most,h_5_6,rarely,none,mostly_different,rarely,mostly_suitable,good,satisfied,mostly,mostly_manageable,C3_3_75_plus
BECM,S7,pct_75_89,gt_15h,regular_not_daily,most,h_5_6,sometimes,h_6_10,close,sometimes,neutral,good,dissatisfied,slightly,average,C2_3_50_to_3_74
ME,S7,pct_75_89,h_3_6,exam_only,almost_nothing,lt_5h,sometimes,h_6_10,not_at_all,almost_every_day,mostly_suitable,?,dissatisfied,not_at_all,mostly_manageable,C0_below_3_20
CSE,S4,pct_60_74,lt_3h,exam_only,almost_nothing,lt_5h,rarely,h_11_15,exact,never,mostly_suitable,good,dissatisfied,not_at_all,average,C2_3_50_to_3_74
CSE,S5,pct_60_74,lt_3h,exam_only,a_little,h_6_7,almost_always,h_6_10,exact,almost_every_day,mostly_suitable,good,very_dissatisfied,mostly,difficult,C0_below_3_20
ECE,S4,pct_75_89,lt_3h,exam_only,a_little,h_5_6,sometimes,h_1_5,close,almost_every_day,somewhat_distracting,some,neutral,somewhat,unmanageable,C0_below_3_20
ECE,S4,pct_75_89,lt_3h,occasional,about_half,h_7_8,often,none,mostly_different,almost_every_day,mostly_suitable,good,neutral,somewhat,average,C0_below_3_20
ECE,S4,pct_90_plus,h_7_10,consistent_all_semester,about_half,h_5_6,often,h_11_15,close,almost_every_day,neutral,strong,satisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
ECE,S4,pct_60_74,lt_3h,regular_not_daily,a_little,h_5_6,sometimes,h_1_5,close,sometimes,excellent,strong,satisfied,mostly,average,C0_below_3_20
?,S4,pct_60_74,lt_3h,occasional,a_little,h_7_8,often,h_6_10,close,almost_every_day,very_distracting,strong,dissatisfied,slightly,difficult,C0_below_3_20
ECE,S4,pct_90_plus,h_3_6,exam_only,most,h_6_7,sometimes,none,close,almost_every_day,mostly_suitable,some,satisfied,mostly,difficult,C3_3_75_plus
ECE,S4,pct_75_89,h_3_6,exam_only,a_little,h_5_6,often,h_1_5,somewhat_different,sometimes,neutral,good,satisfied,somewhat,average,C1_3_20_to_3_49
ECE,S4,pct_90_plus,h_7_10,mostly_consistent,about_half,h_6_7,rarely,h_6_10,close,rarely,excellent,strong,very_satisfied,completely,average,C3_3_75_plus
ECE,S4,pct_90_plus,h_7_10,exam_only,almost_nothing,h_6_7,sometimes,h_1_5,close,often,neutral,very_little,neutral,somewhat,unmanageable,C0_below_3_20
CSE,S1,pct_90_plus,h_3_6,regular_not_daily,about_half,lt_5h,rarely,h_1_5,exact,often,mostly_suitable,good,satisfied,completely,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_75_89,lt_3h,exam_only,a_little,h_6_7,almost_always,none,close,almost_every_day,somewhat_distracting,strong,dissatisfied,slightly,difficult,C0_below_3_20
ECE,S4,pct_90_plus,lt_3h,exam_only,most,h_6_7,sometimes,gt_15h,exact,sometimes,excellent,good,very_satisfied,somewhat,average,C0_below_3_20
EEE,S4,pct_90_plus,h_7_10,regular_not_daily,almost_everything,h_5_6,rarely,gt_15h,exact,never,mostly_suitable,strong,very_satisfied,completely,mostly_manageable,C3_3_75_plus
EEE,S4,pct_90_plus,h_3_6,occasional,most,h_7_8,often,h_1_5,close,rarely,mostly_suitable,good,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
EEE,S4,pct_90_plus,h_11_15,regular_not_daily,about_half,h_6_7,never,h_1_5,exact,sometimes,mostly_suitable,some,satisfied,mostly,mostly_manageable,C1_3_20_to_3_49
ECE,S7,pct_60_74,lt_3h,exam_only,almost_nothing,h_5_6,almost_always,h_11_15,close,sometimes,neutral,some,neutral,not_at_all,average,C0_below_3_20
ECE,S4,pct_90_plus,lt_3h,exam_only,most,gt_8h,often,h_1_5,close,often,neutral,none,neutral,somewhat,average,C2_3_50_to_3_74
ME,S7,pct_90_plus,h_3_6,regular_not_daily,almost_nothing,lt_5h,almost_always,h_11_15,exact,sometimes,neutral,some,neutral,mostly,unmanageable,C1_3_20_to_3_49
ME,S7,pct_90_plus,h_7_10,regular_not_daily,almost_nothing,lt_5h,sometimes,gt_15h,exact,almost_every_day,somewhat_distracting,some,very_dissatisfied,mostly,difficult,C0_below_3_20
URP,S4,pct_75_89,lt_3h,occasional,almost_nothing,lt_5h,often,none,mostly_different,often,neutral,none,neutral,slightly,unmanageable,C3_3_75_plus
URP,S1,pct_90_plus,h_7_10,exam_only,a_little,lt_5h,often,h_6_10,not_at_all,often,somewhat_distracting,some,very_satisfied,mostly,unmanageable,C1_3_20_to_3_49
URP,S1,pct_75_89,lt_3h,exam_only,a_little,h_5_6,often,h_1_5,close,often,very_distracting,very_little,neutral,somewhat,unmanageable,C0_below_3_20
URP,S5,pct_90_plus,h_7_10,regular_not_daily,a_little,h_7_8,almost_always,h_11_15,not_at_all,almost_every_day,mostly_suitable,very_little,satisfied,slightly,difficult,C1_3_20_to_3_49
URP,S3,pct_90_plus,h_11_15,exam_only,most,lt_5h,never,h_1_5,close,sometimes,excellent,strong,very_satisfied,completely,average,C2_3_50_to_3_74
CSE,S1,pct_60_74,gt_15h,regular_not_daily,about_half,h_6_7,sometimes,h_1_5,exact,often,neutral,good,neutral,somewhat,average,C3_3_75_plus
URP,S7,pct_90_plus,lt_3h,exam_only,almost_nothing,lt_5h,almost_always,none,not_at_all,rarely,neutral,some,satisfied,mostly,unmanageable,C1_3_20_to_3_49
CSE,S4,pct_60_74,h_7_10,exam_only,about_half,h_6_7,almost_always,h_6_10,somewhat_different,often,mostly_suitable,some,very_satisfied,somewhat,average,C0_below_3_20
URP,S5,pct_75_89,lt_3h,exam_only,most,h_6_7,often,none,not_at_all,often,neutral,some,neutral,somewhat,average,C1_3_20_to_3_49
URP,S5,pct_75_89,lt_3h,exam_only,almost_nothing,h_6_7,sometimes,gt_15h,close,rarely,excellent,strong,satisfied,completely,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_75_89,gt_15h,regular_not_daily,about_half,lt_5h,almost_always,none,not_at_all,often,somewhat_distracting,some,very_dissatisfied,not_at_all,unmanageable,C1_3_20_to_3_49
EEE,S3,pct_90_plus,h_7_10,exam_only,about_half,h_5_6,sometimes,h_11_15,exact,often,mostly_suitable,some,neutral,somewhat,average,C3_3_75_plus
